
 323 , SC                , 14      , 5      , $0.0025    , $0.0025    , 0%       , 1.28 m    

 324 , SEELE             , 1       , 1      , $0.0279    , $0.0277    , -1%      , 293.12 k  

 325 , SERV              , 1       , 1      , $0.0059    , N/A        , N/A      , 761.78 k  

 326 , SHE               , 1       , 1      , $0.0018    , N/A        , N/A      , 68.33 k   

 327 , SHIFT             , 2       , 2      , $0.3411    , $0.3328    , -2%      , 2.96 k    

 328 , SIB               , 2       , 2      , $0.0632    , $0.0645    , 2%       , 4.69 k    

 329 , SIX               , 1       , 1      , $0.0137    , $0.0102    , -35%     , 29.70 k   

 330 , SKM               , 2       , 1      , $0.0039    , $0.0039    , 0%       , 569.59 k  

 331 , SKY               , 3       , 1      , $0.9925    , $0.9811    , -1%      , 283.75 k  

 332 , SLS               , 1       , 1      , $17.82     , N/A        , N/A      , 5.48 k    

 333 , SLT               , 1       , 1      , $0.9293    , $0.0154    , -5948%   , 1.95 k    

 334 , SMT               , 2       , 1      , $0.0056    , $0.0056    , 0%       , 63.85 k   

 335 , SNGLS             , 2       , 1      , $0.0080    , $0.0082    , 3%       , 45.50 k   

 336 , SNM               , 2       , 1      , $0.0119    , $0.0118    , -1%      , 1.09 m    

 337 , SNT               , 12      , 5      , $0.0204    , $0.0203    , 0%       , 563.31 k  

 338 , SOC               , 1       , 1      , $0.0044    , $0.0043    , -1%      , 223.42 k  

 339 , SOLVE             , 4       , 2      , $0.1368    , $0.1366    , 0%       , 2.56 m    

 340 , SPC               , 2       , 2      , $0.0048    , $0.0046    , -3%      , 2.99 k    

 341 , SPHR              , 2       , 2      , $0.1899    , $0.1882    , -1%      , 6.09 k    

 342 , SPHTX             , 3       , 1      , $0.0034    , $0.0033    , -4%      , 27.81     

 343 , SPND              , 3       , 2      , $0.0082    , $0.0086    , 4%       , 270.97 k  

 344 , SRN               , 5       , 2      , $0.0124    , $0.0124    , 0%       , 59.57 k   

 345 , STAC              , 1       , 1      , $0.0002    , N/A        , N/A      , 7.81 k    

 346 , STACS             , 7       , 1      , $0.0055    , $0.0053    , -4%      , 1.19 k    

 347 , STEEM             , 9       , 5      , $0.2034    , $0.2007    , -1%      , 691.70 k  

 348 , STORJ             , 7       , 5      , $0.1589    , $0.1566    , -1%      , 366.86 k  

 349 , STORM             , 8       , 3      , $0.0018    , $0.0018    , -1%      , 198.61 k  

 350 , STRAT             , 8       , 4      , $0.4569    , $0.4529    , -1%      , 735.93 k  

 351 , SWT               , 2       , 2      , $0.0756    , $0.0749    , -1%      , 911.13    

 352 , SYS               , 5       , 3      , $0.0262    , $0.0259    , -1%      , 304.30 k  

 353 , TFUEL             , 7       , 2      , $0.0064    , N/A        , N/A      , 480.76 k  

 354 , THETA             , 6       , 3      , $0.1185    , $0.1188    , 0%       , 739.09 k  

 355 , THRT              , 3       , 1      , $0.0087    , $0.0081    , -8%      , 92.74     

 356 , THX               , 1       , 1      , $0.0598    , N/A        , N/A      , 243.36    

 357 , TNB               , 2       , 1      , $0.0033    , $0.0033    , -1%      , 265.48 k  

 358 , TNT               , 4       , 2      , $0.0340    , $0.0323    , -5%      , 460.66 k  

 359 , TOPC              , 2       , 1      , $0.0182    , N/A        , N/A      , 1.53 m    

 360 , TOS               , 1       , 1      , $0.0028    , $0.0028    , -1%      , 31.93 k   

 361 , TPAY              , 3       , 1      , $0.4785    , $0.5430    , 12%      , 15.96 k   

 362 , TRAC              , 1       , 1      , $0.0158    , $0.0160    , 2%       , 49.68     

 363 , TRX               , 20      , 5      , $0.0222    , $0.0220    , -1%      , 35.84 m   

 364 , TT                , 2       , 2      , $0.0057    , $0.0058    , 1%       , 1.22 m    

 365 , TTC               , 3       , 2      , $0.0569    , N/A        , N/A      , 220.30 k  

 366 , TUBE              , 2       , 2      , $0.0182    , $0.0185    , 2%       , 45.03 k   

 367 , TUSD              , 38      , 3      , $1.01      , $1.00      , -1%      , 24.21 m   

 368 , TUSDB             , 1       , 1      , $1.01      , N/A        , N/A      , 228.49    

 369 , UBQ               , 2       , 2      , $0.1253    , $0.1240    , -1%      , 18.25 k   

 370 , UC                , 1       , 1      , $0.0006    , N/A        , N/A      , 99.29 k   

 371 , UGAS              , 2       , 1      , $0.1037    , $0.1037    , 0%       , 64.84 k   

 372 , UIP               , 1       , 1      , $0.0244    , $0.0256    , 4%       , 81.65 k   

 373 , UKG               , 7       , 3      , $0.0341    , $0.0338    , -1%      , 55.47 k   

 374 , UP                , 2       , 2      , $0.0063    , $0.0063    , -1%      , 27.11 k   

 375 , UPP               , 3       , 2      , $0.0149    , $0.0146    , -2%      , 138.48 k  

 376 , USDC              , 67      , 5      , $1.01      , $1.00      , -1%      , 73.34 m   

 377 , USDS              , 9       , 2      , $1.01      , $0.9986    , -1%      , 1.14 m    

 378 , USDSB             , 2       , 1      , $1.01      , N/A        , N/A      , 187.92 k  

 379 , USDT              , 189     , 6      , $1.01      , $1.00      , -1%      , 1.50 b    

 380 , VBK               , 1       , 1      , $0.0216    , $0.0214    , -1%      , 62.50 k   

 381 , VDX               , 1       , 1      , $0.0043    , $0.0043    , 0%       , 58.41 k   

 382 , VEE               , 2       , 2      , $0.0026    , $0.0026    , -1%      , 3.57 k    

 383 , VET               , 6       , 2      , $0.0049    , $0.0048    , -1%      , 5.23 m    

 384 , VIA               , 6       , 4      , $0.3001    , $0.2965    , -1%      , 661.87 k  

 385 , VIB               , 6       , 3      , $0.0194    , $0.0193    , -1%      , 370.75 k  

 386 , VIBE              , 2       , 1      , $0.0164    , $0.0162    , -1%      , 170.87 k  

 387 , VITE              , 2       , 2      , $0.0228    , $0.0239    , 4%       , 14.81 k   

 388 , VRC               , 2       , 2      , $0.0586    , $0.0571    , -3%      , 2.35 k    

 389 , VSYS              , 1       , 1      , $0.2097    , $0.2071    , -1%      , 435.99 k  

 390 , VTC               , 4       , 3      , $0.3354    , $0.3356    , 0%       , 123.84 k  

 391 , WABI              , 3       , 1      , $0.1167    , $0.1147    , -2%      , 220.49 k  

 392 , WAN               , 4       , 2      , $0.2293    , $0.2272    , -1%      , 759.90 k  

 393 , WAVES             , 14      , 4      , $1.36      , $1.34      , -1%      , 3.71 m    

 394 , WAX               , 5       , 2      , $0.0638    , $0.0636    , 0%       , 349.57 k  

 395 , WICC              , 2       , 1      , $0.1570    , $0.1575    , 0%       , 765.17 k  

 396 , WIN               , 4       , 1      , $0.0004    , $0.0004    , -1%      , 23.91 m   

 397 , WINGS             , 1       , 1      , $0.0521    , $0.0474    , -10%     , 2.00 k    

 398 , WLO               , 3       , 1      , $0.0327    , $0.0328    , 0%       , 1.13 k    

 399 , WPR               , 2       , 1      , $0.0059    , $0.0058    , -1%      , 129.15 k  

 400 , WTC               , 4       , 2      , $1.54      , $1.52      , -1%      , 1.37 m    

 401 , XDN               , 2       , 2      , $0.0008    , $0.0008    , -1%      , 16.29 k   

 402 , XEL               , 2       , 2      , $0.0200    , $0.0198    , -1%      , 5.50 k    

 403 , XEM               , 10      , 5      , $0.0626    , $0.0620    , -1%      , 1.59 m    

 404 , XES               , 3       , 1      , $0.0036    , N/A        , N/A      , 323.56    

 405 , XHV               , 2       , 2      , $0.3605    , $0.3561    , -1%      , 36.54 k   

 406 , XLM               , 27      , 9      , $0.0774    , $0.0775    , 0%       , 7.49 m    

 407 , XMR               , 25      , 7      , $94.95     , $93.99     , -1%      , 10.28 m   

 408 , XMX               , 1       , 1      , $0.0036    , $0.0003    , -1326%   , 605.22 k  

 409 , XMY               , 1       , 1      , $0.0014    , $0.0017    , 15%      , 696.42    

 410 , XNK               , 5       , 3      , $0.0023    , $0.0022    , -6%      , 7.66 k    

 411 , XPM               , 1       , 1      , $0.1868    , $0.1898    , 2%       , 1.51 k    

 412 , XRP               , 41      , 10     , $0.3090    , $0.3081    , 0%       , 112.51 m  

 413 , XST               , 1       , 1      , $0.0719    , $0.0711    , -1%      , 5.68 k    

 414 , XTZ               , 7       , 2      , $1.36      , $1.37      , 0%       , 4.66 m    

 415 , XVG               , 6       , 3      , $0.0053    , $0.0052    , 0%       , 915.98 k  

 416 , XZC               , 8       , 4      , $8.26      , $8.25      , 0%       , 693.29 k  

 417 , YCC               , 1       , 1      , $0.0130    , $0.0130    , 0%       , 108.31 k  

 418 , YEE               , 1       , 1      , $0.0019    , $0.0019    , -1%      , 72.18 k   

 419 , YOYOW             , 3       , 1      , $0.0142    , $0.0141    , -1%      , 76.67 k   

 420 , ZCO               , 3       , 1      , $0.0054    , $0.0048    , -13%     , 86.28     

 421 , ZEC               , 34      , 9      , $63.77     , $63.14     , -1%      , 20.88 m   

 422 , ZEN               , 7       , 4      , $6.84      , $6.76      , -1%      , 236.67 k  

 423 , ZIL               , 9       , 4      , $0.0088    , $0.0092    , 4%       , 3.70 m    

 424 , ZLA               , 1       , 1      , $0.0152    , $0.0151    , 0%       , 6.53 k    

 425 , ZRX               , 23      , 7      , $0.1948    , $0.1947    , 0%       , 2.18 m    
